"","niter_z","niter_t","niter_chisq","niter_f"
"23479",22,22,20,19
"23480",20,15,22,17
"23481",15,19,25,14
"23482",22,19,18,30
"23483",19,21,16,31
"23484",28,19,19,14
"23485",18,16,24,21
"23486",17,28,20,22
"23487",28,22,19,15
"23488",16,31,21,18
"23489",20,23,23,18
"23490",20,23,15,21
"23491",27,22,26,22
"23492",27,22,18,17
"23493",21,19,20,31
"23494",18,19,21,20
"23495",15,21,19,23
"23496",19,27,18,23
"23497",23,28,17,25
"23498",20,21,20,23
"23499",16,24,22,27
"23500",24,24,24,26
"23501",17,22,21,22
"23502",19,20,20,23
"23503",20,13,27,24
"23504",17,14,30,21
"23505",19,23,20,25
"23506",23,22,32,25
"23507",33,17,17,19
"23508",16,22,25,17
"23509",28,30,26,19
"23510",35,22,20,24
"23511",14,20,22,22
"23512",18,15,20,18
"23513",22,22,26,23
"23514",26,20,14,12
"23515",16,17,25,29
"23516",18,31,22,16
"23517",23,23,25,27
"23518",14,24,15,17
"23519",30,23,23,18
"23520",27,22,26,16
"23521",27,29,12,20
"23522",24,20,13,23
"23523",21,21,20,20
"23524",21,20,16,21
"23525",27,19,25,26
"23526",19,20,22,17
"23527",25,19,17,21
"23528",25,29,21,28
"23529",28,23,26,26
"23530",22,25,23,19
"23531",21,29,17,30
"23532",26,25,20,18
"23533",20,17,21,25
"23534",23,24,23,26
"23535",23,19,20,19
"23536",17,17,20,17
"23537",23,17,23,22
"23538",24,25,22,24
"23539",19,30,27,22
"23540",17,24,20,18
"23541",20,20,26,18
"23542",23,25,28,27
"23543",19,23,18,28
"23544",22,18,27,24
"23545",20,22,21,27
"23546",22,24,19,24
"23547",23,13,26,26
"23548",20,18,15,24
"23549",22,26,19,24
"23550",19,21,17,23
"23551",23,23,15,25
"23552",22,29,13,15
"23553",24,24,24,23
"23554",24,18,15,24
"23555",19,18,19,24
"23556",14,25,23,19
"23557",19,30,16,18
"23558",23,19,19,30
"23559",29,24,20,28
"23560",22,20,25,19
"23561",22,20,27,24
"23562",26,17,26,19
"23563",27,21,23,23
"23564",31,20,18,17
"23565",15,18,17,20
"23566",16,28,22,21
"23567",26,13,20,14
"23568",15,17,13,28
"23569",20,20,15,25
"23570",21,21,17,19
"23571",26,21,23,20
"23572",22,22,22,22
"23573",22,20,18,23
"23574",19,14,14,28
"23575",23,20,21,23
"23576",25,19,22,28
"23577",19,20,27,23
"23578",21,23,14,28
"23579",19,24,20,16
"23580",14,22,21,17
"23581",22,20,26,25
"23582",14,24,20,24
"23583",22,26,15,24
"23584",19,26,18,20
"23585",24,15,32,24
"23586",30,24,16,28
"23587",24,21,14,21
"23588",18,18,12,25
"23589",24,20,22,25
"23590",18,20,25,21
"23591",26,23,17,24
"23592",13,18,19,32
"23593",28,24,25,24
"23594",23,24,22,27
"23595",30,24,20,23
"23596",14,24,24,26
"23597",26,33,21,20
"23598",28,32,13,29
"23599",22,23,20,15
"23600",27,31,12,24
"23601",13,18,20,22
"23602",27,22,26,30
"23603",18,22,23,17
"23604",21,22,21,29
"23605",21,19,27,19
"23606",24,24,20,23
"23607",17,17,17,19
"23608",26,18,23,23
"23609",23,20,25,22
"23610",20,18,18,20
"23611",29,20,17,17
"23612",16,20,35,25
"23613",17,23,16,17
"23614",27,17,24,17
"23615",12,21,14,23
"23616",28,21,22,19
"23617",21,23,16,16
"23618",19,17,21,16
"23619",23,23,27,27
"23620",28,21,18,21
"23621",17,29,20,27
"23622",17,19,24,23
"23623",16,16,22,24
"23624",19,30,25,22
"23625",20,23,18,21
"23626",21,22,20,17
"23627",24,18,28,18
"23628",25,27,29,19
"23629",21,17,19,28
"23630",21,19,20,19
"23631",29,21,23,33
"23632",26,26,25,22
"23633",18,28,23,21
"23634",18,21,18,21
"23635",23,24,26,20
"23636",22,23,27,23
"23637",22,21,25,26
"23638",16,27,13,17
"23639",29,24,26,14
"23640",18,17,16,16
"23641",27,22,17,26
"23642",24,26,20,16
"23643",19,24,16,24
"23644",18,32,23,16
"23645",19,24,18,25
"23646",18,20,14,22
"23647",22,19,28,23
"23648",20,21,21,16
"23649",29,22,24,17
"23650",21,27,17,22
"23651",25,19,23,22
"23652",18,22,29,22
"23653",31,23,20,23
"23654",23,19,21,16
"23655",17,23,19,18
"23656",26,23,26,25
"23657",14,28,19,29
"23658",20,17,18,23
"23659",21,19,24,17
"23660",26,22,25,24
"23661",23,21,22,26
"23662",18,28,20,19
"23663",22,22,26,24
"23664",29,18,28,15
"23665",18,23,22,28
"23666",22,29,23,23
"23667",21,18,25,25
"23668",19,25,23,16
"23669",21,21,17,24
"23670",21,17,17,26
"23671",15,20,20,19
"23672",21,31,16,23
"23673",27,28,21,23
"23674",21,22,26,20
"23675",33,19,18,29
"23676",20,22,25,27
"23677",19,21,21,14
"23678",23,25,17,22
"23679",23,23,26,22
"23680",25,23,27,15
"23681",19,24,26,25
"23682",20,22,11,16
"23683",17,23,23,29
"23684",22,27,19,16
"23685",15,21,21,18
"23686",27,24,21,27
"23687",23,20,17,28
"23688",25,33,24,26
"23689",26,29,20,22
"23690",24,27,15,36
"23691",22,15,16,21
"23692",20,27,20,28
"23693",24,15,20,25
"23694",22,17,24,19
"23695",14,16,22,32
"23696",23,16,21,36
"23697",23,27,20,30
"23698",28,25,20,35
"23699",25,20,19,18
"23700",26,20,23,19
"23701",21,11,24,25
"23702",24,22,29,23
"23703",12,16,22,25
"23704",22,26,28,20
"23705",14,19,17,24
"23706",25,12,17,21
"23707",19,28,18,26
"23708",19,26,24,27
"23709",15,24,23,34
"23710",22,17,15,25
"23711",17,20,17,31
"23712",23,22,21,29
"23713",25,18,14,22
"23714",18,30,20,20
"23715",21,20,16,24
"23716",21,21,25,20
"23717",17,25,23,17
"23718",23,21,24,30
"23719",27,23,28,25
"23720",14,17,24,25
"23721",27,23,22,15
"23722",17,19,24,20
"23723",33,20,29,21
"23724",21,21,13,25
"23725",29,26,20,17
"23726",24,20,29,16
"23727",26,17,28,30
"23728",25,17,26,21
"23729",19,28,25,28
"23730",23,21,17,21
"23731",26,19,19,16
"23732",17,21,20,27
"23733",23,20,19,31
"23734",23,28,19,25
"23735",19,26,24,12
"23736",26,20,17,30
"23737",24,31,29,22
"23738",17,29,21,18
"23739",27,17,15,24
"23740",15,22,17,18
"23741",18,21,24,18
"23742",21,21,24,30
"23743",21,25,21,25
"23744",17,20,24,24
"23745",26,20,18,21
"23746",22,23,22,22
"23747",25,19,16,29
"23748",22,18,16,24
"23749",23,22,23,22
"23750",33,27,15,20
"23751",28,21,25,24
"23752",23,19,22,21
"23753",25,15,20,20
"23754",24,17,17,25
"23755",28,27,21,19
"23756",21,15,23,21
"23757",20,18,24,24
"23758",21,22,25,19
"23759",24,34,24,28
"23760",21,24,22,27
"23761",23,18,24,16
"23762",23,17,23,19
"23763",20,13,23,20
"23764",21,21,14,19
"23765",17,20,23,20
"23766",16,16,25,20
"23767",19,15,23,21
"23768",26,19,20,25
"23769",20,24,22,21
"23770",23,16,21,26
"23771",33,16,18,21
"23772",20,25,23,21
"23773",18,25,20,25
"23774",16,17,26,18
"23775",21,22,24,26
"23776",15,25,18,20
"23777",21,26,19,19
"23778",20,20,21,22
"23779",16,21,22,23
"23780",22,27,23,20
"23781",21,21,20,25
"23782",18,20,20,18
"23783",19,15,21,20
"23784",17,18,27,25
"23785",20,25,27,30
"23786",24,17,24,24
"23787",24,15,26,26
"23788",18,28,13,19
"23789",23,21,19,25
"23790",33,27,20,22
"23791",16,16,22,19
"23792",21,21,25,21
"23793",23,22,20,23
"23794",22,10,23,20
"23795",23,29,20,21
"23796",24,24,24,27
"23797",13,24,14,19
"23798",27,16,18,21
"23799",22,21,19,16
"23800",21,24,17,24
"23801",16,23,25,23
"23802",19,16,20,23
"23803",22,24,20,18
"23804",17,27,18,18
"23805",20,23,15,25
"23806",16,20,29,26
"23807",20,12,21,19
"23808",24,17,22,26
"23809",20,20,14,23
"23810",23,20,23,22
"23811",21,15,23,29
"23812",21,14,27,22
"23813",21,19,18,22
"23814",11,15,23,26
"23815",25,18,16,23
"23816",22,22,24,20
"23817",18,26,25,21
"23818",22,20,25,14
"23819",19,17,23,30
"23820",14,32,20,29
"23821",19,15,16,28
"23822",24,30,25,22
"23823",17,26,23,26
"23824",21,28,17,18
"23825",18,13,23,23
"23826",12,23,27,18
"23827",31,20,22,24
"23828",21,24,23,14
"23829",24,21,22,21
"23830",21,18,26,20
"23831",20,17,19,19
"23832",18,26,26,22
"23833",16,28,22,24
"23834",24,23,24,23
"23835",25,24,13,24
"23836",18,15,28,33
"23837",18,20,18,19
"23838",22,24,27,27
"23839",15,18,24,26
"23840",18,19,30,21
"23841",22,27,24,24
"23842",24,24,23,23
"23843",25,22,25,19
"23844",22,23,23,19
"23845",24,25,18,18
"23846",26,28,22,27
"23847",25,17,28,26
"23848",29,18,19,16
"23849",16,18,18,23
"23850",22,20,17,24
"23851",20,21,22,21
"23852",18,28,16,21
"23853",21,20,20,24
"23854",19,26,19,14
"23855",20,30,24,22
"23856",23,18,24,17
"23857",22,24,18,24
"23858",23,18,18,17
"23859",18,19,20,29
"23860",25,14,23,21
"23861",12,17,22,26
"23862",20,29,18,20
"23863",22,13,24,21
"23864",20,18,21,23
"23865",11,30,23,21
"23866",16,17,21,27
"23867",19,25,23,28
"23868",25,25,21,35
"23869",27,23,18,21
"23870",28,18,20,20
"23871",17,27,23,20
"23872",19,30,19,25
"23873",25,22,16,20
"23874",25,20,19,19
"23875",19,18,21,26
"23876",15,17,18,20
"23877",25,19,20,30
"23878",23,27,20,35
"23879",29,18,20,20
"23880",14,28,20,15
"23881",20,15,23,25
"23882",25,21,22,19
"23883",22,24,16,23
"23884",18,24,21,28
"23885",21,21,21,23
"23886",26,26,18,28
"23887",20,22,23,18
"23888",22,23,22,31
"23889",26,23,18,19
"23890",18,21,17,17
"23891",21,14,22,15
"23892",28,22,29,23
"23893",23,23,27,22
"23894",22,12,22,23
"23895",21,26,15,18
"23896",20,19,22,16
"23897",21,19,23,20
"23898",15,20,20,21
"23899",16,22,21,21
"23900",16,18,18,23
"23901",23,28,11,18
"23902",25,17,17,28
"23903",21,24,21,27
"23904",19,25,27,19
"23905",22,15,15,25
"23906",16,22,20,26
"23907",22,24,21,26
"23908",20,29,25,28
"23909",20,20,25,27
"23910",15,21,17,27
"23911",24,22,24,14
"23912",16,19,21,20
"23913",26,20,23,17
"23914",30,23,13,25
"23915",19,19,22,14
"23916",23,27,16,30
"23917",28,20,20,17
"23918",22,34,22,22
"23919",22,22,20,24
"23920",18,21,16,25
"23921",26,17,23,19
"23922",22,21,24,21
"23923",23,20,27,19
"23924",21,24,22,20
"23925",20,23,24,15
"23926",21,16,15,23
"23927",22,26,22,27
"23928",20,18,22,19
"23929",18,24,14,19
"23930",18,22,27,24
"23931",19,20,26,24
"23932",24,18,20,23
"23933",14,27,25,22
"23934",19,23,28,27
"23935",21,22,19,16
"23936",22,26,19,25
"23937",31,20,22,20
"23938",20,20,18,23
"23939",13,23,15,22
"23940",22,21,16,32
"23941",16,24,18,29
"23942",24,26,29,19
"23943",23,27,24,24
"23944",16,16,18,23
"23945",26,18,25,31
"23946",17,20,24,19
"23947",25,27,24,30
"23948",21,24,22,18
"23949",20,24,20,14
"23950",16,34,27,21
"23951",20,23,21,28
"23952",23,20,21,26
"23953",20,25,22,24
"23954",20,21,23,15
"23955",23,19,22,22
"23956",19,18,21,28
"23957",21,21,18,22
"23958",15,29,18,24
"23959",20,21,20,20
"23960",21,27,24,23
"23961",22,20,17,22
"23962",24,16,21,30
"23963",25,16,33,16
"23964",18,17,15,10
"23965",24,28,15,30
"23966",27,21,30,28
"23967",29,26,26,23
"23968",20,29,20,9
"23969",23,22,22,24
"23970",16,26,24,17
"23971",15,16,24,31
"23972",23,21,26,15
"23973",25,21,23,27
"23974",20,20,18,19
"23975",20,25,20,22
"23976",23,22,17,23
"23977",15,20,15,16
"23978",19,28,28,16
"23979",20,20,17,22
"23980",20,17,17,27
"23981",13,20,28,23
"23982",25,26,16,17
"23983",25,23,26,19
"23984",20,22,22,22
"23985",19,27,23,30
"23986",36,29,14,26
"23987",16,25,25,22
"23988",16,15,20,29
"23989",25,19,20,21
"23990",17,16,17,22
"23991",14,25,14,14
"23992",24,24,27,22
"23993",24,24,20,22
"23994",22,17,15,18
"23995",20,16,26,22
"23996",25,18,23,22
"23997",36,18,20,24
"23998",27,18,27,20
"23999",22,23,29,22
"24000",23,21,18,19
"24001",24,20,21,23
"24002",16,23,17,24
"24003",26,18,16,21
"24004",20,15,17,26
"24005",19,22,20,22
"24006",20,17,20,16
"24007",17,25,17,33
"24008",27,25,25,24
"24009",24,22,23,22
"24010",27,25,19,21
"24011",20,17,23,15
"24012",29,20,22,24
"24013",27,18,21,22
"24014",24,25,20,20
"24015",15,19,22,26
"24016",24,19,25,20
"24017",27,22,18,15
"24018",23,23,18,16
"24019",19,21,23,18
"24020",25,22,20,28
"24021",25,27,19,20
"24022",20,22,25,25
"24023",13,17,19,18
"24024",28,24,12,23
"24025",18,31,15,19
"24026",16,25,25,28
"24027",31,19,11,19
"24028",23,17,18,23
"24029",26,21,32,26
"24030",20,24,18,18
"24031",26,18,23,16
"24032",22,20,21,22
"24033",20,24,17,20
"24034",24,24,22,22
"24035",20,24,21,20
"24036",23,17,29,18
"24037",24,17,22,20
"24038",17,19,28,25
"24039",19,15,19,36
"24040",29,20,18,22
"24041",15,20,24,23
"24042",19,19,23,27
"24043",14,18,24,22
"24044",22,30,24,22
"24045",16,26,20,24
"24046",28,18,13,16
"24047",20,14,17,25
"24048",24,21,19,17
"24049",29,16,18,26
"24050",17,16,24,23
"24051",20,17,25,28
"24052",23,23,20,22
"24053",20,18,18,18
"24054",22,16,28,24
"24055",22,15,22,20
"24056",23,22,21,15
"24057",24,18,23,18
"24058",29,23,20,13
"24059",20,22,20,20
"24060",20,22,24,14
"24061",21,22,19,21
"24062",25,28,22,17
"24063",17,26,27,24
"24064",26,16,14,25
"24065",22,22,26,25
"24066",18,23,26,18
"24067",23,22,23,27
"24068",20,16,16,24
"24069",21,22,16,15
"24070",23,22,24,25
"24071",15,26,24,17
"24072",17,18,25,20
"24073",26,25,23,24
"24074",23,14,14,17
"24075",14,26,25,25
"24076",15,19,24,19
"24077",25,20,21,19
"24078",20,17,17,21
"24079",22,18,16,28
"24080",15,30,18,17
"24081",18,18,21,22
"24082",26,18,20,24
"24083",16,26,21,29
"24084",13,26,20,31
"24085",30,31,16,18
"24086",16,17,23,24
"24087",18,17,26,30
"24088",28,24,19,28
"24089",19,18,16,24
"24090",21,27,21,24
"24091",24,21,25,23
"24092",23,28,15,17
"24093",21,22,23,17
"24094",16,18,24,22
"24095",24,26,26,33
"24096",21,22,26,17
"24097",15,19,24,23
"24098",18,19,24,25
"24099",26,23,21,22
"24100",16,23,21,20
"24101",19,18,18,23
"24102",23,18,28,28
"24103",15,22,25,26
"24104",22,27,20,28
"24105",24,19,21,28
"24106",20,22,13,21
"24107",16,25,17,23
"24108",27,33,30,25
"24109",19,26,27,26
"24110",23,24,20,15
"24111",15,21,26,20
"24112",13,22,20,27
"24113",16,23,13,21
"24114",15,26,15,25
"24115",17,27,18,20
"24116",37,30,23,19
"24117",30,21,24,31
"24118",21,24,20,24
"24119",21,26,19,24
"24120",15,17,16,29
"24121",18,23,23,28
"24122",15,20,21,21
"24123",21,27,18,27
"24124",25,15,18,27
"24125",20,14,18,16
"24126",20,21,21,17
"24127",26,22,35,20
"24128",21,21,26,27
"24129",13,22,26,21
"24130",20,24,15,24
"24131",19,15,21,27
"24132",25,25,17,20
"24133",26,19,21,22
"24134",19,24,20,25
"24135",30,17,17,26
"24136",19,19,16,21
"24137",24,21,11,22
"24138",19,19,22,18
"24139",24,17,28,27
"24140",17,24,27,19
"24141",23,20,23,20
"24142",25,24,23,23
"24143",24,16,19,21
"24144",26,18,19,23
"24145",28,17,25,16
"24146",19,18,26,25
"24147",18,23,21,20
"24148",24,20,16,26
"24149",17,21,25,26
"24150",22,23,19,25
"24151",20,25,22,19
"24152",22,19,23,30
"24153",26,26,21,22
"24154",20,24,20,25
"24155",23,31,19,19
"24156",17,25,18,22
"24157",21,23,21,24
"24158",20,24,21,25
"24159",24,21,19,21
"24160",23,27,31,17
"24161",26,24,17,26
"24162",16,13,22,20
"24163",19,25,18,25
"24164",16,29,25,24
"24165",7,15,19,25
"24166",16,20,24,26
"24167",20,17,16,21
"24168",30,22,24,19
"24169",16,25,23,31
"24170",18,16,17,27
"24171",18,22,17,21
"24172",18,18,22,23
"24173",18,26,20,17
"24174",21,24,19,22
"24175",20,25,28,25
"24176",18,28,28,17
"24177",26,28,22,26
"24178",20,25,15,24
"24179",15,20,22,18
"24180",18,23,28,20
"24181",21,17,23,23
"24182",18,24,18,23
"24183",23,24,22,25
"24184",23,22,20,19
"24185",23,21,21,31
"24186",23,26,13,20
"24187",24,14,21,31
"24188",27,20,24,29
"24189",19,18,15,27
"24190",19,28,19,18
"24191",17,25,25,20
"24192",22,17,17,20
"24193",25,23,18,27
"24194",27,13,16,25
"24195",18,20,19,13
"24196",20,26,23,20
"24197",24,15,14,23
"24198",15,14,20,24
"24199",23,17,23,25
"24200",24,21,13,19
"24201",16,19,22,34
"24202",26,21,24,17
"24203",23,32,18,27
"24204",28,18,19,25
"24205",18,23,17,24
"24206",19,17,21,25
"24207",23,24,20,21
"24208",18,27,23,20
"24209",17,24,25,18
"24210",18,26,19,17
"24211",27,19,20,31
"24212",13,28,21,20
"24213",21,27,18,19
"24214",25,24,20,21
"24215",22,28,23,21
"24216",20,29,22,17
"24217",23,17,24,19
"24218",23,21,17,25
"24219",17,22,22,27
"24220",19,25,20,16
"24221",21,25,21,20
"24222",21,35,16,17
"24223",19,13,24,18
"24224",20,27,23,19
"24225",28,19,20,23
"24226",27,22,18,25
"24227",19,32,19,23
"24228",22,22,25,28
"24229",16,22,27,20
"24230",20,22,20,24
"24231",23,24,29,20
"24232",28,22,16,24
"24233",19,25,24,30
"24234",14,27,27,32
"24235",19,18,23,25
"24236",22,19,22,23
"24237",24,16,21,20
"24238",21,20,24,29
"24239",18,22,22,27
"24240",25,25,16,24
"24241",21,25,15,23
"24242",26,24,20,19
"24243",20,20,15,23
"24244",19,23,19,23
"24245",22,13,20,25
"24246",15,21,22,29
"24247",25,23,20,26
"24248",19,18,23,25
"24249",22,14,21,22
"24250",30,32,17,18
"24251",31,19,21,21
"24252",16,18,16,25
"24253",14,15,24,19
"24254",24,22,17,20
"24255",22,22,25,23
"24256",19,26,18,23
"24257",14,16,21,14
"24258",33,23,22,25
"24259",25,15,15,21
"24260",27,20,17,21
"24261",21,23,24,25
"24262",21,21,22,20
"24263",24,22,20,19
"24264",26,27,20,24
"24265",19,21,23,19
"24266",29,20,19,20
"24267",18,29,26,16
"24268",17,19,19,19
"24269",16,21,14,16
"24270",16,19,21,25
"24271",26,23,14,28
"24272",23,20,18,19
"24273",21,28,16,30
"24274",29,21,18,18
"24275",27,21,25,26
"24276",18,16,25,28
"24277",25,28,16,22
"24278",23,22,21,23
"24279",21,13,19,21
"24280",22,28,24,20
"24281",23,20,27,19
"24282",21,24,19,17
"24283",22,24,19,26
"24284",19,19,22,24
"24285",13,27,25,34
"24286",18,17,16,24
"24287",19,19,24,23
"24288",18,24,22,24
"24289",23,21,24,27
"24290",22,19,17,17
"24291",17,18,16,23
"24292",24,22,17,29
"24293",16,18,17,25
"24294",23,23,19,21
"24295",18,21,20,23
"24296",23,12,14,15
"24297",25,25,19,27
"24298",21,28,19,29
"24299",20,22,23,24
"24300",30,23,28,26
"24301",20,21,17,31
"24302",18,16,17,19
"24303",20,29,10,24
"24304",27,18,19,16
"24305",24,16,26,27
"24306",21,23,20,19
"24307",22,23,22,21
"24308",22,22,11,23
"24309",27,36,24,28
"24310",19,17,29,21
"24311",16,20,26,16
"24312",27,19,23,20
"24313",18,24,16,21
"24314",25,22,19,22
"24315",16,27,16,33
"24316",22,41,20,19
"24317",22,15,25,18
"24318",25,26,24,22
"24319",20,26,22,23
"24320",22,18,17,23
"24321",21,19,14,22
"24322",25,19,16,26
"24323",27,28,15,13
"24324",27,22,26,16
"24325",22,23,26,24
"24326",20,23,19,20
"24327",21,21,26,25
"24328",20,15,18,23
"24329",24,28,20,13
"24330",20,28,16,17
"24331",16,16,24,19
"24332",22,29,21,20
"24333",18,27,26,25
"24334",27,24,20,30
"24335",20,27,18,22
"24336",21,19,13,21
"24337",20,20,19,19
"24338",28,19,15,21
"24339",18,20,28,22
"24340",32,24,23,18
"24341",22,19,29,25
"24342",22,23,24,23
"24343",20,28,20,26
"24344",28,12,21,26
"24345",23,15,27,26
"24346",16,28,19,23
"24347",25,25,12,23
"24348",17,27,24,27
"24349",27,18,17,15
"24350",27,27,24,22
"24351",20,17,15,18
"24352",27,24,23,22
"24353",17,22,16,28
"24354",27,20,18,21
"24355",21,17,16,23
"24356",26,20,18,16
"24357",17,27,21,10
"24358",26,18,19,24
"24359",22,18,22,24
"24360",22,22,19,18
"24361",24,20,21,21
"24362",25,23,20,26
"24363",24,22,22,26
"24364",26,27,12,19
"24365",20,22,18,21
"24366",17,19,23,20
"24367",16,25,22,32
"24368",21,22,21,20
"24369",14,21,27,14
"24370",22,22,22,30
"24371",20,22,27,19
"24372",19,22,21,21
"24373",26,29,22,22
"24374",28,20,23,20
"24375",22,16,19,29
"24376",26,21,21,21
"24377",18,19,16,22
"24378",21,17,15,20
"24379",18,20,18,22
"24380",17,22,21,28
"24381",16,24,21,20
"24382",11,21,21,23
"24383",23,22,21,28
"24384",22,23,21,25
"24385",28,25,27,32
"24386",18,23,19,24
"24387",23,24,17,19
"24388",32,17,22,24
"24389",22,23,20,22
"24390",21,23,23,21
"24391",18,15,19,23
"24392",16,21,22,22
"24393",16,15,22,20
"24394",24,22,13,19
"24395",24,20,17,22
"24396",23,19,26,26
"24397",30,18,16,26
"24398",24,13,15,26
"24399",23,16,14,24
"24400",22,22,19,23
"24401",14,16,17,25
"24402",28,28,21,29
"24403",18,24,17,23
"24404",23,20,24,22
"24405",22,30,21,23
"24406",25,25,19,23
"24407",17,25,23,21
"24408",22,19,17,20
"24409",22,22,26,16
"24410",15,26,20,21
"24411",19,13,15,16
"24412",18,30,24,27
"24413",25,13,18,21
"24414",34,21,19,20
"24415",30,25,30,20
"24416",21,15,18,21
"24417",23,17,23,29
"24418",24,16,25,18
"24419",23,19,21,24
"24420",24,13,23,27
"24421",25,17,20,26
"24422",19,25,26,27
"24423",19,11,23,21
"24424",23,20,21,19
"24425",22,20,22,20
"24426",30,22,18,22
"24427",21,23,23,19
"24428",30,23,23,27
"24429",24,23,24,24
"24430",21,19,28,29
"24431",19,20,21,19
"24432",17,25,23,23
"24433",17,21,31,19
"24434",22,22,18,18
"24435",21,16,28,19
"24436",17,20,24,19
"24437",19,17,30,25
"24438",22,25,18,29
"24439",22,22,27,22
"24440",27,17,27,22
"24441",16,18,15,30
"24442",23,31,18,24
"24443",19,16,13,28
"24444",16,20,27,20
"24445",19,33,19,25
"24446",23,23,25,19
"24447",13,25,24,23
"24448",23,19,20,21
"24449",25,23,20,32
"24450",26,15,20,23
"24451",13,32,17,20
"24452",24,25,25,25
"24453",24,24,17,24
"24454",26,20,25,27
"24455",24,19,20,13
"24456",15,25,16,15
"24457",23,26,28,27
"24458",20,25,22,17
"24459",19,22,23,16
"24460",22,23,19,22
"24461",27,22,23,23
"24462",23,26,15,24
"24463",25,22,27,19
"24464",27,28,25,20
"24465",21,26,23,24
"24466",26,14,15,21
"24467",23,31,24,28
"24468",23,19,24,27
"24469",23,17,21,23
"24470",25,29,25,18
"24471",12,22,26,24
"24472",24,22,19,19
"24473",15,16,28,24
"24474",17,16,24,28
"24475",17,16,17,21
"24476",20,18,34,25
"24477",15,25,19,22
"24478",24,20,17,22
"24479",22,29,19,23
"24480",21,18,13,18
"24481",19,22,29,20
"24482",26,19,19,24
"24483",21,22,23,19
"24484",19,22,25,25
"24485",22,22,21,25
"24486",31,21,30,15
"24487",20,19,23,19
"24488",21,26,23,22
"24489",21,21,18,24
"24490",18,33,23,25
"24491",26,21,23,13
"24492",19,27,26,25
"24493",22,24,17,25
"24494",23,15,19,24
"24495",20,17,25,18
"24496",27,18,15,22
"24497",23,16,20,21
"24498",23,22,13,29
"24499",29,20,27,27
"24500",27,22,19,30
"24501",29,25,16,20
"24502",25,24,18,23
"24503",23,23,28,16
"24504",24,24,24,27
"24505",20,20,17,18
"24506",16,19,21,16
"24507",23,26,19,15
"24508",26,23,22,13
"24509",21,20,19,20
"24510",26,23,18,22
"24511",20,24,22,24
"24512",24,22,18,19
"24513",25,22,12,23
"24514",29,20,27,19
"24515",15,21,26,27
"24516",21,29,17,19
"24517",26,26,16,20
"24518",25,22,23,16
"24519",19,16,27,19
"24520",23,15,15,23
"24521",24,21,14,24
"24522",24,20,23,21
"24523",25,23,27,18
"24524",25,28,19,21
"24525",17,25,19,22
"24526",23,19,20,23
"24527",21,14,20,28
"24528",29,21,31,26
"24529",23,24,20,13
"24530",22,25,23,24
"24531",23,26,20,19
"24532",26,24,15,23
"24533",21,27,19,16
"24534",21,26,27,23
"24535",16,22,20,22
"24536",21,20,17,16
"24537",20,26,15,39
"24538",18,14,14,22
"24539",16,23,22,16
"24540",13,17,22,18
"24541",23,20,22,17
"24542",21,24,24,21
"24543",18,18,28,24
"24544",24,24,19,20
"24545",20,29,20,17
"24546",30,16,22,29
"24547",19,15,16,24
"24548",24,24,16,29
"24549",28,21,22,22
"24550",18,15,27,20
"24551",23,14,15,18
"24552",19,19,24,23
"24553",19,33,21,23
"24554",24,26,18,19
"24555",29,23,19,19
"24556",16,22,21,25
"24557",27,22,26,22
"24558",23,17,16,24
"24559",15,17,25,21
"24560",18,24,28,21
"24561",33,20,21,22
"24562",22,15,21,23
"24563",24,24,21,21
"24564",21,19,17,31
"24565",24,19,15,20
"24566",23,19,31,17
"24567",21,15,16,23
"24568",16,24,16,21
"24569",18,28,15,24
"24570",21,16,19,24
"24571",23,14,17,20
"24572",20,16,16,22
"24573",15,18,23,27
"24574",21,17,22,18
"24575",20,21,15,16
"24576",23,21,18,17
"24577",27,15,25,21
"24578",23,19,29,16
"24579",20,28,23,23
"24580",21,19,22,31
"24581",15,14,27,14
"24582",19,28,18,20
"24583",22,20,17,16
"24584",27,21,27,19
"24585",17,26,15,20
"24586",30,21,21,31
"24587",20,30,22,22
"24588",26,26,18,19
"24589",23,23,26,24
"24590",23,17,25,29
"24591",24,22,26,24
"24592",16,23,20,27
"24593",24,12,22,32
"24594",14,29,18,26
"24595",22,25,18,22
"24596",26,19,18,21
"24597",28,23,25,26
"24598",21,24,23,20
"24599",22,19,25,24
"24600",16,24,16,22
"24601",23,20,22,22
"24602",26,25,16,24
"24603",19,21,25,29
"24604",22,26,18,26
"24605",31,15,20,17
"24606",19,20,17,25
"24607",22,18,25,19
"24608",18,18,15,14
"24609",25,17,28,27
"24610",21,24,27,24
"24611",16,22,19,30
"24612",15,22,18,24
"24613",24,23,29,29
"24614",18,30,22,20
"24615",23,21,26,22
"24616",26,23,19,16
"24617",18,21,19,19
"24618",24,24,18,16
"24619",25,19,17,19
"24620",23,25,30,21
"24621",21,13,20,22
"24622",19,14,23,21
"24623",21,19,22,23
"24624",18,14,19,23
"24625",26,25,21,18
"24626",13,23,25,17
"24627",17,26,21,21
"24628",15,23,18,19
"24629",23,22,12,22
"24630",23,20,15,18
"24631",17,23,19,21
"24632",16,25,24,28
"24633",19,20,25,27
"24634",20,22,17,26
"24635",28,14,24,14
"24636",27,23,20,21
"24637",20,29,22,18
"24638",25,21,24,28
"24639",21,24,23,23
"24640",11,20,22,17
"24641",22,20,23,20
"24642",17,22,24,20
